,,,,,,,
,,661.3708,200.6915,0.3015, Tetrachloromethane,Ethylbenzene,
,,562.4611,302.2498,0.3003, Tetrachloromethane,MXylene,
,,915.745,1725.0977,0.4522, Tetrachloromethane,PXylene,
,,1339.9,488.6648,0.4622, Tetrachloromethane,Isopropylbenzene,
,,1537.6384,537.2439,0.631, Chloroform,Benzene,
,,4.9421,84.0212,0.305, VinylCloride,Methanol,
,,69.681,95.3839,0.304, Dichloromethane,Methanol,
,,172.3762,122.4657,0.303, Dichloromethane,Ethanol,
,,232.4578,163.8924,0.304, Chloroform,Methanol,
,,192.9687,121.7193,0.304, Chloroform,Ethanol,
,,106.8166,13.4903,0.303, Chloroform,Toluene,
,,176.8791,288.2136,0.306, OneTwoDichloroethane,OnePropanol,
,,1789.7165,34.9448,0.2912, OneTwoDichloroethane,Toluene,
,,1560.0282,441.3372,0.6234, OneTwoDichloroethane,OXylene,
,,1332.8036,153.0761,0.3057, OneTwoDichloroethane,PXylene,
,,1414.2712,141.803,0.2949, OneOneOnetrichloroethane,Benzene,
,,1438.3602,327.5518,0.3023, Trichloroethylene,OnePropanol,
,,629.2214,583.6169,0.297, Trichloroethylene,Toluenep Three7One,
,,636.9927,364.0596,0.2956, Chlorobenzene,Ethylbenzene,
,,217.7768,251.5704,0.309, Chlorobenzene,PXylene,
,,718.2538,479.1971,0.287, Butylchloride,OnePropanol,
,,848.1184,557.9036,0.273, MethylIodide,Benzene,
,,73.4845,97.5682,0.303, EthylIodide,Benzene,
,,926.6139,196.0696,0.3007, Dimethylamine,Methanol,
,,185.3799,250.7688,0.306, Dimethylamine,Ethanol,7
,,357.7079,307.8057,0.307, Dimethylamine,OnePropanol,
,,395.6312,359.7555,0.305, Triethylamine,OnePropanol,
,,1201.9959,506.8982,0.5468, Triethylamine,Water,
,,294.4424,185.2944,0.301, Diethylamine,Water,
,,394.5891,298.1172,0.3, Diethylamine,Benzene,
,,1018.143,54.3882,0.3134, Diethylamine,Toluene,
,,1224.5739,370.7683,0.3105, Diethylamine,Ethylbenzene,
,,81.487,703.3731,0.2697, Butylamine,Ethanol,
,,991.6157,435.2018,0.3067, Butylamine,OnePropanol,
,,5096.528,28437.138,0.0381, nButylamine,Water,
,,169.1652,1372.3121,0.2932, Butylamine,Benzene,
,,52.3512,42.2029,0.281, TertButylamine,Benzene,
,,91.4853,153.9388,5.101, Ethylenediamine,OXylene,
,,928.9662,553.9006,0.345, Acetonitrile,Toluene,
,,455.9152,1301.6396,0.2981, Acetonitrile,Ethylbenzene,
,,612.3956,5.7834,0.3062, Acetonitrile,PXylene,
,,698.951,34.7593,0.3001, Acrylontrile,Styrene,
,,160.3429,2104.4002,0.6379, Acrylonitrile,Ethylbenzene,
,,65.9717,67.1231,0.302, Thiophene,Toluene ,
,,344.6666,757.993,0.306, Fluorobenzene,Toluene,
,,1357.7269,110.2727,0.196, Hexafluorobenzene,OnePropnaol,
,,790.725,724.0955,0.935, Hexafluorobenzene,Toluene,
,,1102.5396,5.3234,0.298, Hexafluorobenzene,PXylene,
,,1413.0042,210.0314,0.293, Water,Acetone One,
,,95.6685,717.0741,0.3, Water,TwoButanone,
,,598.0263,130.4323,0.302, Water,Phenol,
,,1304.6073,338.2481,0.299, Water,OneOneTwoTwotetrachloroethane,
,,78.8985,351.0029,0.3, Water,OneFourDioxane,
,,510.1471,197.5696,0.301, Water,Sulfolane,7
,,386.4643,304.6112,0.308, Water,Nndimethylacetamide,
,,922.5224,528.5894,0.2937, Water,Morpholine,
,,668.6525,666.7128,0.241, Water,nButanol,
,,1004.5491,949.1003,0.29, Water,OneFourButanediol,
,,1324.9767,814.1435,0.5663, Water,TwoThreeButanediol,1a
,,653.9718,1883.6007,0.3607, Water,Diethylenegylcol,
,,2419.3354,1844.3794,0.6308, Water,Furfural,
,,2435.8879,102.7658,0.0972, Water,Pyridine,
,,715.9592,548.8965,0.292, Water,nMethylpyrrolidone,
,,1160.1372,467.9008,0.5573, Water,ThreeMethylbutanol,
,,75.5965,328.8977,0.3009, Water,TwoMethylTwobutanol,
,,803.1654,1732.7268,0.2954, Water,Phenol,
,,2633.6951,504.0381,0.4447, Water,Aniline,
,,1310.8994,1920.1402,0.5778, Water,TwoMethylpyridine,
,,2531.7402,758.0034,0.302, Water,ThreeMethylpyridine,
,,1186.7304,99.9,0.2974, Water,FourMethylpyridine,
,,2602.6374,436.9686,0.395, Water,Phenylhydrazine,
,,1835.0881,419.8087,0.6802, Water,Cyclohexanone,
,,239.6197,573.8298,0.3055, Water,Mesityloxide,
,,3633.533,494.8389,0.2816, Water,Cyclohexanol,
,,19947.2334,15910.4563,0.0056, Water,nButylacetate,
,,2385.3714,282.697,0.4942, Water,Diacetonealcohol,
,,11965.5274,7391.5468,0.0235, Water,OneHexanol,
,,1979.5492,197.0009,0.6371, Water,TwoHexanol,
,,2559.3708,418.7524,0.5361, Water,Twobutoxyethanol,
,,2325.9141,162.3029,0.5622, Water,Benzylalcohol,
,,1473.9606,66.4169,0.0811, Water,Two6Dimethylpyridinr,
,,2983.8991,171.666,0.2673, Water,Isopentylacetate,
,,2121.4973,101.3068,0.1504, Water,Acetophenone,
,,2232.9727,641.3504,0.4399, Water,Quinoline,
,,3805.0038,918.2419,0.2951, Water,Isopropylbenzene,
,,1323.2731,845.9826,0.678, CarbonDisulfide,Benzene,
,,2991.1845,464.8054,0.1563, CarbonDisulfide,Toluene,
,,1880.1699,489.1746,0.2938, Halothane,Methanol,
,,1914.0077,220.0262,0.4776, OneOneTwoTrichloroOneTwoTwoTrifluoroethane,Benzene,
,,4689.8409,301.3998,0.3168, MethylIsocyanate,Toluene,
,,2222.596,831.9908,0.5706, Methanol,Formamide,
,,1874.8967,856.9565,0.3734, Butane,Methanol,
,,725.1364,858.8268,0, TwoMethylbutane,Ethanol,
,,11675.1604,3887.1802,0.0902, Hexane,Ethanol,
,,2986.1161,84.8485,0.086, Hexane,OnePropanol,
,,161.2943,431.5524,0.3, Cyclohexane,OnePropanol,
,,591.6879,1052.858,0.243, MethylCycloHexane,Phenol,
,,9870.353,6982.8569,0.0187, Isobutylene,Methanol,
,,53.1528,551.963,0.301, TwoMethylTwoButene,Methanol,
,,167.8974,104.6027,0.302, TwoMethylTwoButene,Ethanol,
,,617.5847,153.4695,0.3003, OneHexene,Methanol,
,,,,, Methanol,Formamide,
